,Unnamed: 0,job_name,norm_job_submit_time,ddl,T4,P100,V100
27,27,2b6f206c7f3b1a7e9b245377,1.0,inf,46.0,38.0,21.0
28,28,5cbf0afe4c8f6b5a5ce349e2,1.0,inf,24.0,16.0,8.0
29,29,0be405b22b614ad944a2168d,1.0,inf,54.0,29.0,28.0
30,30,5a60fd3f568385bc187e35cb,1.0,inf,16.0,13.0,5.0
31,31,cb234f1327f5068522c68396,1.0,20.0,16.0,13.0,9.0
32,32,fa636e4bc68aab56f5e0aa99,1.0,inf,114.0,74.0,58.0
33,33,ab1ac4349833fa90a46857ef,1.0,inf,649.0,408.0,248.0
34,34,148cf86f7abf000c9233e2e1,1.0,inf,266.0,150.0,127.0
35,35,c5662f6c9db0a4d5043382c8,1.0,inf,54.0,46.0,30.0
36,36,690a83ece1d223f349dc2525,1.0,inf,15.0,10.0,7.0
37,37,0cd059623c7558f462556dc1,1.0,inf,325.0,263.0,192.0
38,38,04d44e50088d091cfb15aa70,1.0,inf,104.0,76.0,44.0
39,39,5cafd4d0526e19f3e20486b0,1.0,inf,25.0,17.0,9.0
40,40,74146fd4419f6be43dbc0523,1.0,inf,16.0,8.0,7.0
41,41,5c5d7073a01b86674fd7e430,1.0,147.0,74.0,49.0,28.0
42,42,e9df0fc80d33f85645668015,1.0,inf,16.0,9.0,8.0
43,43,e93e3ae0a84df50b284cd038,1.0,inf,828.0,627.0,219.0
44,44,2716d99a87f73d496c1efef5,1.0,inf,20277.0,14883.0,10628.0
45,45,c121c77370748271b8c15b08,1.0,83.0,54.0,45.0,18.0
46,46,168abcc0ec9b89b632e838b8,1.0,1433.0,946.0,768.0,385.0
47,47,2dd28e7c91845a3fddf87b3b,1.0,inf,16.0,9.0,9.0
48,48,94f35185d31cde240c281108,1.0,inf,3993.0,2158.0,1347.0
49,49,ca68a8e6ed78dff264bcb47d,1.0,inf,24.0,22.0,11.0
50,50,986c2f96f6a00fab822f3c02,1.0,inf,55.0,28.0,25.0
51,51,57611732f0149b82891b1aa7,1.0,115.0,64.0,42.0,25.0
52,52,731d227949444d92b238731b,1.0,inf,54.0,40.0,23.0
53,53,beaa733fdfae0332e656033f,1.0,inf,15.0,12.0,5.0
54,54,6257bc3d8054686c0d269c4b,1.0,inf,2598.0,2392.0,986.0
55,55,a1a1f333ac5c51c6b06fb012,1.0,inf,75.0,54.0,37.0
56,56,a42e24f540722c36fac7465d,1.0,inf,92935.0,80205.0,54055.0
57,57,8910e7791b41a7327530bc96,1.0,inf,9324.0,6827.0,2458.0
58,58,801bc4d9b2e9a5dadb76b73d,1.0,inf,134.0,109.0,37.0
59,59,f85f6085b5b41d4f5e04566f,1.0,inf,64.0,39.0,24.0
60,60,be6d173964f97ca5f3cbf8e3,1.0,inf,114.0,72.0,51.0
61,61,b975a836390e0017ccbaac65,1.0,inf,64.0,42.0,32.0
62,62,0628b6aedf8f14c570f6c33b,1.0,inf,54.0,36.0,19.0
63,63,c143cb21268c124206fcc884,1.0,inf,75.0,64.0,23.0
64,64,158de737839a542c0ea512f6,1.0,inf,74.0,50.0,21.0
65,65,273da972963727e55a6965df,1.0,inf,144.0,105.0,63.0
66,66,e65cfac102b7aca5e415d039,1.0,inf,63.0,46.0,35.0
67,67,9d3330f8b0814b92b5e789fb,1.0,inf,55.0,38.0,19.0
68,68,1c33c261b4a8178fb88d3e34,1.0,103.0,64.0,37.0,21.0
69,69,7ce943e36e7877460279134b,1.0,inf,44.0,27.0,18.0
70,70,708c8622238cf41dc01ceec7,1.0,inf,44.0,37.0,22.0
71,71,94b921ed9596dc09a26ea205,1.0,81.0,54.0,38.0,19.0
72,72,4b0f8d755299af88317a282a,1.0,74.0,54.0,38.0,24.0
73,73,9c8cda9440c1e1bec597e54e,1.0,inf,346.0,279.0,140.0
74,74,9ee30b55e2713f89c79f7af4,1.0,inf,24.0,13.0,14.0
75,75,6a23110e95c3e0f4d827979f,1.0,inf,135.0,88.0,80.0
76,76,b6d666d87378ed341920a12d,1.0,inf,735.0,569.0,233.0
77,77,bf4b54a38709f79dccdbacfe,1.0,inf,1063.0,878.0,587.0
78,78,3c31ad55e59870af4573863f,1.0,inf,55.0,32.0,33.0
79,79,035fe2e3bc3dd15917a8b2b6,1.0,inf,315.0,211.0,128.0
80,80,65b1c60b12ab882833ae2534,1.0,inf,55.0,50.0,23.0
81,81,baa69f7a222711b8a7991b6e,1.0,250.0,156.0,102.0,50.0
82,82,92c4a821ddacea18d137ef0d,1.0,inf,95.0,58.0,30.0
83,83,a444c371bb7530d424f19746,1.0,inf,54.0,47.0,25.0
84,84,118f9970ec62ba7121cb14c6,1.0,196.0,124.0,74.0,50.0
85,85,b0b355d97376c45ac9663313,1.0,inf,54.0,34.0,18.0
86,86,f1cedb76ff64a97c1309d16c,1.0,inf,25.0,18.0,12.0
87,87,bac59edf1f860061c702be38,1.0,inf,64.0,43.0,38.0
88,88,5a15f3d1ae63778b22dce961,1.0,inf,64.0,49.0,20.0
89,89,1e7028910bc6ca55f92e2a28,1.0,inf,64.0,35.0,27.0
90,90,e2f24dcac886a9920d2af4bf,1.0,81.0,44.0,29.0,19.0
91,91,52f5956a68c4ce9f409cbcbb,1.0,inf,54.0,38.0,17.0
92,92,46ab260ec3d12ebaf89aced1,1.0,70.0,54.0,30.0,18.0
93,93,a81aadcbf8311ebaadac181d,1.0,3364.0,2174.0,2105.0,1211.0
94,94,6d648b7c0952c1a566ad9ada,1.0,inf,85.0,65.0,49.0
95,95,88e89debd640f21bbc39277b,1.0,inf,1763.0,1040.0,870.0
96,96,610ad03c5967514a92940b1c,1.0,inf,1312.0,770.0,613.0
97,97,a4fa9ca1306c5ad3e8774645,1.0,inf,1401.0,898.0,667.0
98,98,8d4e642e614d7ffe4daa965d,1.0,inf,1190.0,896.0,629.0
99,99,80ba3784bfa184bb51257591,1.0,inf,1433.0,1166.0,564.0
100,100,0ced1c4e7fb77dffbe2e4588,1.0,828.0,558.0,357.0,304.0
101,101,b7e557ccb0ba080db47e0978,1.0,inf,1552.0,1259.0,940.0
102,102,47f3ef90ce7f7d6423132f5e,1.0,1293.0,1009.0,839.0,451.0
103,103,64ac96d3ed8a3f012387b073,1.0,inf,1612.0,1196.0,495.0
104,104,a6effa9fe9729c5cccc7c138,1.0,1961.0,1161.0,925.0,611.0
105,105,d4829b8de148d2fe68c3d055,1.0,inf,3290.0,2510.0,1251.0
106,106,a65439400567067ddb651c15,1.0,inf,1522.0,1101.0,656.0
107,107,128724c03f7c055bdb8619e5,1.0,inf,1612.0,1091.0,666.0
108,108,d03a9decb3a2c5f9f8ed04da,1.0,inf,1613.0,1064.0,877.0
109,109,6803e5d926284d32a2d4fcea,1.0,2735.0,1552.0,1171.0,931.0
110,110,e82ce59bd5f55c16e5b36ce5,1.0,3130.0,1733.0,1280.0,587.0
111,111,e9fd0da0ae71ff6622ff4ac0,1.0,inf,326.0,202.0,156.0
112,112,2c3e7f313340e4bd732ddd5c,1.0,inf,3059.0,2444.0,1139.0
113,113,9d7d5d39f2ec817ef18415bc,1.0,inf,1551.0,1082.0,667.0
114,114,d6c1d51e459898f0956df82f,1.0,inf,3470.0,3061.0,953.0
115,115,a0014fc75932944be8ac7b94,1.0,inf,65.0,34.0,33.0
116,116,d6e56f44ef70cb13c5e0c9bc,1.0,inf,64.0,44.0,24.0
117,117,4602838a9b55aec3c4d6b052,1.0,inf,147.0,93.0,45.0
118,118,60c244e04ed375768a5a52cb,1.0,inf,241.0,185.0,95.0
119,119,d2ca42b19e15fdf72f0f32af,1.0,inf,1002.0,873.0,560.0
120,120,144080c574fb95b02df75686,1.0,inf,185.0,133.0,63.0
121,121,26deec69ee9346070ffba3c4,1.0,inf,54.0,31.0,18.0
122,122,2f9aefa0de0aaf0a0581db58,1.0,246397.0,169991.0,140425.0,74960.0
123,123,1765d39388860c6921efd214,1.0,inf,136.0,92.0,64.0
124,124,ffcdb80e999aa6ce0eb758b5,1.0,inf,335.0,203.0,159.0
125,125,a4cbb0ebfeca3f8425c89d02,1.0,inf,366.0,227.0,166.0
126,126,fab2353b9ec75913dc84a258,1.0,216.0,155.0,95.0,91.0
127,127,8ca604bf9f0b0bf80e0d181e,1.0,inf,416.0,374.0,208.0
128,128,01933f5508b14d5c5c352e63,1.0,inf,336.0,234.0,150.0
129,129,df8bd969c3887353ed09aef0,1.0,inf,406.0,284.0,205.0
130,130,fbb2bac9040cafc0b9de63bb,1.0,inf,355.0,264.0,125.0
131,131,12da28aff79bb3cd29e0cef6,1.0,inf,426.0,243.0,195.0
132,132,5528db6579787aa7a2bf171b,1.0,586.0,426.0,328.0,212.0
133,133,20ebfb90a0b2fc44203d0059,1.0,inf,396.0,235.0,209.0
134,134,16af5dea036a7150c5346bb9,1.0,inf,407.0,273.0,251.0
135,135,b349eaa4be5a574edd5f6121,1.0,inf,476.0,337.0,197.0
136,136,6627c381f0bde01ccce56370,1.0,743.0,396.0,268.0,224.0
137,137,cfd454e4f17e61cbff8811d2,1.0,inf,476.0,318.0,164.0
138,138,0256171beb390a11843dc92b,1.0,inf,406.0,307.0,237.0
139,139,a3ddd911fb36785734a02dfa,1.0,inf,215.0,150.0,102.0
140,140,9cd2b6260a68721cbcfce51d,1.0,inf,486.0,439.0,252.0
141,141,c4a770e3209fe3a39e930599,1.0,inf,496.0,419.0,228.0
142,142,f2adeec8b8142478f20cf917,1.0,inf,235.0,171.0,93.0
143,143,4912e53053f54808cac6ed1c,1.0,45.0,24.0,16.0,11.0
144,144,14bc63ffe96256c70fc95f55,1.0,inf,225.0,195.0,70.0
145,145,d5506a20f18b3f3224c650b8,1.0,inf,286.0,180.0,142.0
146,146,b54011d29663ec14507c9081,1.0,inf,286.0,211.0,124.0
147,147,c8f7874ab7a829e7eba47d1c,1.0,inf,728.0,561.0,298.0
148,148,acca167736ca00400ac09ec1,1.0,inf,930.0,661.0,349.0
149,149,3f118762b054d3a372a73fd6,1.0,1345.0,687.0,466.0,263.0
150,150,c6cf9809625cdc255a4c192d,1.0,inf,868.0,552.0,368.0
151,151,56d91d278ac48b010a2a93fe,1.0,1083.0,557.0,393.0,278.0
152,152,46fffd491428358ebf4dd662,1.0,inf,707.0,583.0,280.0
153,153,d91a5405082a384de5823a33,1.0,inf,567.0,372.0,266.0
154,154,de5c71e03fe8ebb4db50469a,1.0,inf,708.0,433.0,194.0
155,155,3fb867792027ae9c148ced86,1.0,inf,728.0,637.0,436.0
156,156,c85423cca705865a00cfa431,1.0,inf,779.0,557.0,465.0
157,157,e776468aee336fa4f9409ae2,1.0,inf,939.0,608.0,541.0
158,158,cd0f98133c828930f47c55b5,1.0,inf,898.0,599.0,296.0
159,159,a9824c602f2ffed39d18fcae,1.0,inf,325.0,235.0,103.0
160,160,98ae4038a8026ae8c520b079,1.0,inf,417.0,293.0,131.0
161,161,0d33fd6a345921384aa8ac94,1.0,inf,416.0,268.0,199.0
162,162,faa298247df6543782f6785a,1.0,inf,325.0,290.0,101.0
163,163,56b2377d3fefc2a9bbfb5011,1.0,567.0,385.0,241.0,163.0
164,164,b2c5081b26e6a0c06b54e340,1.0,inf,375.0,249.0,147.0
165,165,de7c69701400ffbc026b7c1e,1.0,inf,446.0,277.0,167.0
166,166,2088ffcd7261cf76d11fe6b1,1.0,inf,436.0,257.0,190.0
167,167,19bd9d36177b88d6bb6df3dd,1.0,inf,386.0,236.0,207.0
168,168,8ef82c36768a78dbf20952f8,1.0,inf,497.0,274.0,175.0
169,169,6f37a70dd856a8e7274f3599,1.0,inf,386.0,302.0,143.0
170,170,24c857a47459c7f496f8d116,1.0,inf,467.0,403.0,224.0
171,171,b5836fa9f5f294411d613070,1.0,inf,307.0,215.0,148.0
172,172,1f6da98d74eb85c6fe0fb9da,1.0,inf,165.0,92.0,87.0
173,173,280e752ff7e175482aba6637,1.0,574.0,296.0,182.0,137.0
174,174,9399c2985822e7b3e283f53b,1.0,inf,296.0,224.0,102.0
175,175,06d2bfbce8dbeec6a55a3f02,1.0,inf,234.0,157.0,89.0
176,176,f4c7d7fcbc0a0e66c2c11986,1.0,inf,325.0,240.0,178.0
177,177,23ce242341ba2aba10136b16,1.0,inf,315.0,166.0,108.0
178,178,fb2e415d165aa863b618f539,1.0,inf,417.0,260.0,216.0
179,179,deba45f4ec3bf60c679b1793,1.0,inf,396.0,226.0,171.0
180,180,5348b4448bdb80e901284d3c,1.0,inf,620.0,400.0,316.0
181,181,cf22ca030ddbcdc15dae4761,1.0,inf,55.0,29.0,24.0
182,182,b31d417129700287f8123665,1.0,inf,336.0,291.0,90.0
183,183,6317ee5aa8cd6c57ef6db9f9,1.0,inf,1313.0,1108.0,444.0
184,184,86465942e36b9dc59771289b,1.0,37.0,25.0,16.0,11.0
185,185,482acb8bfae8ee8876092fa2,1.0,315.0,205.0,171.0,120.0
186,186,23afb1e5b4883189d3147ca1,1.0,inf,34.0,22.0,19.0
187,187,9a83a8ea35da57d66c66befb,1.0,inf,25.0,15.0,10.0
188,188,2b260e4c4597652f2692df94,1.0,inf,175.0,152.0,89.0
189,189,860fb87733b889b23ad70f33,1.0,357.0,185.0,117.0,92.0
190,190,6fc735beca333e79bbcda3b8,1.0,inf,24.0,14.0,8.0
191,191,0b54d1465f31bb99de35ad97,1.0,inf,848.0,603.0,441.0
192,192,496d4c4e782f47e4c16ccbe5,1.0,inf,3252.0,2021.0,1090.0
193,193,f4c03dc3109a6c3a84d0c726,1.0,inf,2095.0,1397.0,883.0
194,194,53133d64c41651d28c3026fa,1.0,inf,437.0,276.0,258.0
195,195,4924c1e791140ab232049f3f,1.0,inf,1130.0,587.0,452.0
196,196,56a07f5991f690a0ec51d5b8,1.0,3684.0,2606.0,1900.0,1115.0
197,197,5719c9eab35193317bb21a1b,1.0,inf,195.0,117.0,71.0
198,198,a49bee006d7fd4d3e35246f9,1.0,inf,10554.0,9514.0,3357.0
199,199,54a5b07ea474245097746c8b,1.0,inf,1162.0,628.0,567.0
200,200,53930e94859a156eaf5a2fc5,1.0,8416.0,5128.0,4864.0,1818.0
201,201,696b85912e2bedb17abffa9a,1.0,4944.0,2807.0,2000.0,1727.0
202,202,0e3ca2900e61549b82174b24,1.0,inf,2547.0,1971.0,1302.0
203,203,0ff1d242d163148148664737,1.0,inf,2034.0,1468.0,830.0
204,204,7b80b429204b355a9a2f0da4,1.0,inf,4253.0,2532.0,1905.0
205,205,85d7682897f841a0504e7754,1.0,6717.0,4826.0,3749.0,2012.0
206,206,b9c1eb8c4e5afc75aa9fbf66,1.0,11685.0,6050.0,4268.0,2416.0
207,207,8e57a4129b9bc04e1760aaf5,1.0,inf,1282.0,854.0,705.0
208,208,5b72e429dd00f56ba159da5d,1.0,inf,6052.0,5273.0,2174.0
209,209,f5824cdadf93d6932bb3f539,1.0,63.0,34.0,22.0,16.0
210,210,313910989014c52683d9b684,1.0,614.0,316.0,221.0,131.0
211,211,2268741325738afe2ced10e0,1.0,inf,17934.0,12557.0,8928.0
212,212,97cfd779c7bf36f2f355a253,1.0,inf,24.0,17.0,10.0
213,213,ca25df6a8284bf86f14e7421,1.0,inf,44.0,31.0,15.0
214,214,0407e3dff5d07454b7b3d003,1.0,inf,25.0,17.0,12.0
215,215,02b413420f74d1f1488052d9,1.0,inf,2938.0,1921.0,1143.0
216,216,885a15e29d632f7605f57727,1.0,inf,4797.0,3539.0,2303.0
217,217,42ae5b08c3310463a29f0b4a,1.0,inf,163.0,142.0,65.0
218,218,7e23287b520dd4c294627404,1.0,863.0,437.0,335.0,220.0
219,219,c3903655ec1ea13fbb8df6dd,1.0,inf,5962.0,4391.0,3235.0
220,220,688a240da92466191f31244c,1.0,inf,131.0,119.0,52.0
221,221,a1a3a28c9abf5d44551d2d7c,1.0,inf,57.0,54.0,18.0
222,222,abd3b25c5bae5e82b2cc67a4,1.0,inf,75.0,55.0,36.0
223,223,62dd8a5fb1d07e3d8bef1c8b,1.0,46.0,28.0,22.0,7.0
224,224,6450afa55df5fc5db34927b7,1.0,inf,3005.0,2116.0,1178.0
225,225,7d8fe407577ac536b8897086,1.0,303.0,175.0,114.0,53.0
226,226,6c861a47c88cb2250c6adc09,1.0,inf,175.0,111.0,52.0
227,227,65434c056b149355e768ca7b,1.0,inf,326.0,308.0,204.0
228,228,bcd6304f0d5adc46b70d0f5e,1.0,inf,35.0,19.0,16.0
229,229,af074717ade1dd95c896a659,1.0,inf,126.0,94.0,75.0
230,230,268e36249ed7cb5da55fa2d8,1.0,inf,25.0,14.0,11.0
231,231,cef858c78577b940a8a7c3e1,1.0,inf,462.0,325.0,230.0
232,232,9a5d14eae336d824df386548,1.0,inf,436.0,258.0,214.0
233,233,70c02f53cde1a0024eff2b90,1.0,894.0,513.0,405.0,230.0
234,234,eea7fc5cf9ebabf89897c9af,1.0,inf,347.0,250.0,201.0
235,235,0f8855fad9f540523c1a16f2,1.0,inf,638.0,585.0,294.0
236,236,3d694ce946b69453cb5571a9,1.0,inf,445.0,384.0,119.0
237,237,29c5b3d9191f5d65fc057d83,1.0,inf,453.0,345.0,196.0
238,238,2a8682f925d82fd6b00d3782,1.0,inf,66.0,57.0,31.0
239,239,3e3dd4d7fbdea2a96732e3d7,1.0,inf,474.0,302.0,149.0
240,240,b0c30a3afd0c5df14722534d,1.0,22.0,15.0,8.0,4.0
241,241,88fc54e9ba515523297220c4,1.0,inf,1365.0,1203.0,529.0
242,242,cc53c7beb50f56160f7eb3e5,1.0,2345.0,1485.0,1109.0,748.0
243,243,c16072898e750b6dd766dd31,1.0,inf,667.0,429.0,293.0
244,244,41f5342473e017f9eafb98a1,1.0,inf,644.0,385.0,241.0
245,245,db36143b77d4fc4c6d3b15e7,1.0,inf,543.0,486.0,236.0
246,246,845b44a6cf4bc49a7674bb14,1.0,inf,443.0,276.0,136.0
247,247,9ebc0b3c2a9e1fd221d2702d,1.0,inf,316.0,256.0,191.0
248,248,0495052eeda18b8be5012c5a,1.0,inf,467.0,344.0,123.0
249,249,f4cab5a4055e9c1a3923ad06,1.0,inf,14.0,10.0,5.0
250,250,5a77166a220e8d4a83377d97,1.0,inf,64.0,47.0,28.0
251,251,807ee18b3013097f71b146af,1.0,inf,24.0,14.0,8.0
252,252,a0e25314eb1e9618e32d22cf,1.0,inf,429.0,365.0,215.0
253,253,8c2c677ab5464d4c75f5d24a,1.0,817.0,515.0,500.0,209.0
254,254,cf776cc965319b4a46407529,1.0,inf,5109.0,3486.0,2124.0
255,255,a0f22e7a310823555fb2c68d,1.0,inf,457.0,426.0,277.0
256,256,2af36e8ab6a1759363f04190,1.0,inf,655.0,558.0,265.0
257,257,3f6860231453543b67f04742,1.0,inf,480.0,305.0,136.0
258,258,e90babae284603dde07dfacc,1.0,inf,29.0,21.0,17.0
259,259,b808579d974c4e20539eebb6,1.0,inf,598.0,329.0,237.0
260,260,e08a45325462642c4aa320f9,1.0,inf,46.0,30.0,12.0
261,261,eadb3a00046b0daf049e0a5a,1.0,inf,11959.0,14072.0,6481.0
262,262,0000797b79842dd4521e97b3,1.0,inf,69.0,39.0,24.0
263,263,5bce57869c464a283a0a33a9,1.0,655.0,357.0,281.0,139.0
264,264,e2c418793d8a6aabdc33cc47,1.0,inf,616.0,358.0,246.0
265,265,e0d8916a1856c332ff30c69f,1.0,inf,6380.0,5829.0,1756.0
266,266,0fa739c9dea75e5bf2964fc6,1.0,inf,121.0,102.0,52.0
267,267,01b6a3b643e2d4d2ab541c54,1.0,inf,25.0,13.0,7.0
268,268,5c97d583d95ab15afe101680,1.0,inf,9662.0,5706.0,4655.0
269,269,f64a43a6499d817941c674b8,1.0,inf,88.0,51.0,38.0
270,270,ca614fd9be85eee6ea9c2a1e,1.0,inf,1622.0,1425.0,610.0
271,271,0271111ef53409eabd5f8818,1.0,1621.0,1649.0,1025.0,679.0
272,272,cc8023ef688e1d15cc5dcfa0,1.0,311.0,195.0,101.0,98.0
273,273,1832f8e84e0fb058d715d39a,1.0,inf,1850.0,990.0,471.0
274,274,f64b602dd3498d8384392487,1.0,inf,2364.0,2261.0,1810.0
275,275,637f8be7dcf5eb8dce65770d,1.0,inf,1194.0,1046.0,471.0
276,276,992b48eecc76881a2f11505f,1.0,inf,2902.0,2264.0,1248.0
277,277,5b01954d0ce08a1e25f747f0,1.0,3183.0,4294.0,2556.0,1992.0
278,278,5903caec51d1190cdaa43475,1.0,inf,325.0,259.0,111.0
279,279,174f7ed72ecc16b50daed939,1.0,inf,4460.0,2496.0,2001.0
280,280,e264e61ff753c9c0d5500385,1.0,inf,4329.0,3341.0,1384.0
281,281,ea558defbcfed2719ec06ccd,1.0,inf,195.0,117.0,60.0
282,282,f20764459587d0a2a0590e05,1.0,inf,4342.0,2659.0,1287.0
283,283,340ed9772d953868c8abefd9,1.0,inf,2852.0,2780.0,1008.0
284,284,212ff399c460eafda3ee953e,1.0,47.0,25.0,16.0,7.0
285,285,4c314821cd9d9a287d20413c,1.0,inf,3691.0,3045.0,2641.0
286,286,3a26cb0eac5b763fd75167fd,1.0,inf,3674.0,3186.0,2348.0
287,287,4ac68d06a57fe34526fd4027,1.0,inf,4249.0,3216.0,1502.0
288,288,36ab94ed5f3ee4bd036251af,1.0,inf,44.0,35.0,20.0
289,289,7810f74306749d4747bd18d2,1.0,inf,44.0,33.0,18.0
290,290,352922625207e9a2da10b460,1.0,inf,24.0,13.0,11.0
291,291,8bf6f113489621d4b087ef8c,1.0,inf,1150.0,964.0,516.0
292,292,2d1a22a4d1c89e25dce7cc0f,1.0,inf,256.0,198.0,93.0
293,293,0f655ddba24c646d128a256a,1.0,inf,326.0,268.0,151.0
294,294,f3ad60865ea98dd47d235aed,1.0,inf,15.0,11.0,4.0
295,295,dbbc7b184fb67cf1ff4254b5,1.0,inf,1190.0,901.0,438.0
296,296,21a2ca3114f6e3f412f9a9d4,1.0,inf,25.0,16.0,11.0
297,297,f17a9cf45e0a9ce337eb7844,1.0,inf,66.0,55.0,29.0
298,298,b782a98be1c61415689c2f99,1.0,inf,195.0,142.0,97.0
299,299,22031423a8d74991db3fdc6d,1.0,inf,351.0,268.0,157.0
300,300,cd6f4d1c84b138d1c36f765f,1.0,inf,422.0,322.0,191.0
301,301,4895eb31c3b957c9806d7b46,1.0,inf,383.0,324.0,278.0
302,302,ea3bd3de4cb78d2bd1a06619,1.0,inf,1926.0,1188.0,937.0
303,303,5487ca4ba4dbb22cda463042,1.0,inf,1593.0,1157.0,943.0
304,304,493650beeaaa64eb0504c911,1.0,inf,2164.0,1476.0,1320.0
305,305,2d2ebbab4917bc559d6d3d5e,1.0,inf,326.0,222.0,142.0
306,306,d24c24b39f3891d05bc26039,1.0,inf,546.0,387.0,173.0
307,307,4f0246b30625281fa3d0b537,1.0,inf,2417.0,2081.0,830.0
308,308,7f55e99cf19704b3c81407cf,1.0,inf,2424.0,1547.0,717.0
309,309,e459c54e635d6dba0735687d,1.0,inf,24.0,16.0,9.0
310,310,30f47a766829b46545c0b54c,1.0,inf,1597.0,1344.0,921.0
311,311,072de179751c91d54908bf54,1.0,inf,3636.0,2327.0,2234.0
312,312,9132f4856accec9d264485da,1.0,inf,2783.0,2207.0,1476.0
313,313,0949763670637c982a4e72d3,1.0,5143.0,5685.0,3283.0,1946.0
314,314,b18bc678773236631259c800,1.0,inf,2107.0,1619.0,733.0
315,315,cdf0fdfc17455b7d4635e7fa,1.0,4441.0,3845.0,2364.0,1884.0
316,316,f61aaa68f7614f5aa338f8b8,1.0,inf,2154.0,1822.0,890.0
317,317,349443a66c3325f1cdd7741e,1.0,inf,5420.0,3575.0,2638.0
318,318,77a98b4f593a182b2d0e70b1,1.0,inf,4477.0,3564.0,2275.0
319,319,662fd2a96ccaebd81a4b74d1,1.0,inf,4777.0,3802.0,1529.0
320,320,d68a61452843d3a3110fa6bb,1.0,inf,2539.0,2100.0,1320.0
321,321,690ab8eb003cbd64c27daae6,1.0,inf,183.0,118.0,84.0
322,322,5f0250972ce05eb138da178f,1.0,inf,7817.0,4407.0,3800.0
323,323,5dd6c407c6d029283557e8b9,1.0,inf,3762.0,2224.0,1684.0
324,324,ded3d0e4e94458db47211e2b,1.0,inf,6310.0,3918.0,3033.0
325,325,95f916d28a72f4b239d2d864,1.0,inf,2617.0,2115.0,1160.0
326,326,067378d818909f20ac1ce743,1.0,inf,5284.0,4035.0,1793.0
327,327,44b354fbf3c5cdab23179471,1.0,inf,24.0,17.0,11.0
328,328,7fb64ecc08c3a783e2146773,1.0,inf,42.0,34.0,21.0
329,329,5917bacc5ee6aa9df304621a,1.0,inf,4954.0,4290.0,2139.0
330,330,ba17e37e8f297f734431dbce,1.0,117.0,65.0,35.0,31.0
331,331,dc4c9454a220e049e6c8c985,1.0,inf,5367.0,4416.0,2904.0
332,332,157169745086e8012189c66b,1.0,5983.0,7574.0,4294.0,2231.0
333,333,1a45a2374b26c494acc054ab,1.0,inf,44.0,36.0,16.0
334,334,3549c7f2da274273e2a0c3fb,1.0,inf,15.0,10.0,7.0
335,335,03f538f6350a7501608f3572,1.0,inf,51.0,42.0,17.0
336,336,18f354e0f86d1f0177af3206,1.0,inf,58.0,32.0,16.0
337,337,f63c2ba397918969121e0eba,1.0,inf,57329.0,34037.0,19712.0
338,338,5f4a0782624b062441e9dded,1.0,46.0,37.0,31.0,15.0
339,339,34463a85e7c7ae7066d54d4b,1.0,42.0,46.0,30.0,17.0
340,340,238bdfa41ab91acf121475e2,1.0,inf,55.0,31.0,18.0
