,job_name,norm_job_submit_time,ddl,A100,GTX2080Ti,V100
25,7ba839079373fe0ab6630a02,0,inf,5800.0,11533.0,16573.0
26,79f5e07a1b31a5a1acc9401b,0,inf,1514.0,2220.0,3377.0
27,2ab849fc8990c5d6a75ba874,0,inf,1739.0,2972.0,4214.0
28,c40f4eeee381e8ce4f0beb56,0,4187.0,1304.0,2420.0,3607.0
29,b80e9010978d02bf5c9bf127,0,inf,847.0,1681.0,2461.0
30,c88e01b7806ba777834544f1,0,27749.0,4388.0,7209.0,11484.0
31,f4b4ad0aa5c4fa6aed72aa1e,0,inf,857.0,1518.0,2071.0
32,1229d3e4091dd332c300f332,0,inf,42833.0,63608.0,103855.0
33,94e49c91694c7bffafb34128,0,inf,3404.0,5521.0,9250.0
34,a961557a31aaffddb89ddd00,0,inf,2131.0,3748.0,6629.0
35,6e49bb6c719dfc463131b100,0,21307.0,4241.0,7715.0,9717.0
36,5277c5dc618b01973aae1376,0,125878.0,72199.0,134750.0,174812.0
37,9f85e47fc4b0d2fd27b0ec4d,0,3214.0,856.0,1298.0,1720.0
38,4eb85d24cf6d67ea4d80a986,0,6688.0,1714.0,3081.0,4199.0
39,8086ce071774c2219c958b35,0,inf,1638.0,2411.0,4212.0
40,8a919f900940428da0634896,0,4402.0,2072.0,3330.0,4461.0
41,d95b44a7da776338d9d7b0d9,0,inf,1716.0,3090.0,5369.0
42,4d22234f678039051068606d,0,inf,1583.0,2492.0,3944.0
43,7a484e8ecb32f460ce362469,0,inf,1592.0,2370.0,3887.0
44,457d4c79e63dd6692bf70b80,0,inf,1934.0,2899.0,4647.0
45,177455fde2921d789c3c9e23,0,inf,83809.0,128833.0,219545.0
46,5d3c83863246b3b22864592d,0,inf,4257.0,7838.0,11192.0
47,6803e5d926284d32a2d4fcea,0,inf,1552.0,2691.0,4081.0
48,d7f061ac04ab6f86325bb059,0,inf,3057.0,5619.0,7867.0
49,51c3cfc2682bf9a627d2772b,0,inf,2455.0,4069.0,6026.0
50,8d094f92b18ec0711513da9e,0,inf,1668.0,3163.0,3841.0
51,07eefd0430d8f01782e72b3a,0,inf,3211.0,5856.0,7876.0
52,0379320d77fe23203b1f32b0,0,5465.0,2362.0,3840.0,5208.0
53,7469bfb2a4d46325c236bfad,0,inf,2053.0,3657.0,5191.0
54,eaa5139831e722f734231024,0,inf,4321.0,6115.0,8918.0
55,fed942307e0b3e1c87b8b6b5,0,inf,1341.0,2022.0,3221.0
56,63695250e7bdb1c246b03255,0,inf,29493.0,55252.0,74339.0
57,d797adb2dddccad12715c806,0,2600.0,1135.0,1735.0,2423.0
58,016fbde4c322296602f208ca,0,inf,1389.0,2321.0,2984.0
59,cf0ec797a62b2a490a91113b,0,inf,3531.0,5808.0,8534.0
60,3a26cb0eac5b763fd75167fd,0,inf,2202.0,3186.0,5225.0
61,b57c40a7dd7b3c53289563f3,0,inf,39304.0,73518.0,98565.0
62,4956c9a21df361b883b066cd,0,inf,4691.0,8222.0,11746.0
63,9f6260ccdcacdb04a55d2bb6,0,inf,1050.0,1813.0,2671.0
64,b7e9b5fd2b9134f92e129821,0,inf,3751.0,5301.0,8589.0
65,34f57aca2caf836531e3876a,0,inf,6984.0,10439.0,17296.0
66,309822a39cab30f4b1036baf,0,inf,2531.0,3682.0,6381.0
67,5276030d7603f646f3a07348,0,inf,31304.0,42139.0,75725.0
68,ae94293c2e9f628203fc36ca,0,inf,2066.0,2902.0,5039.0
69,3de79a87e6da90df262cee87,0,inf,1221.0,2058.0,3102.0
70,d9222894d916cdf201ff3935,0,13580.0,2527.0,4753.0,6488.0
71,a7f5e71551b0e236ff8deec1,0,inf,1763.0,2655.0,4447.0
72,e540a96a6126dcde46cb81f8,0,inf,4223.0,8344.0,10196.0
73,565c2f14540afcc65cdf4454,0,inf,4516.0,7090.0,11818.0
74,050d4efeadeb18b86381dde8,0,9906.0,1910.0,3565.0,6250.0
75,41193c81c3099a6e2f12f64e,0,inf,3754.0,6922.0,10955.0
76,7f5b6001c8652ec9a1dc35f0,0,inf,1642.0,3199.0,4707.0
77,3b905d8f86e39f5c2492bb49,0,inf,8521.0,15390.0,22232.0
78,694ab066fe20ade77c756fe0,0,inf,16081.0,22587.0,41844.0
79,04f86c331b94a0949da83e0f,0,inf,12350.0,18602.0,24705.0
80,b9e220208d978d894d492a7c,0,2522.0,572.0,1151.0,1489.0
81,d677da1147e3cb56f0c71bce,0,inf,18467.0,26641.0,45158.0
82,ba2c7b2498feebeca4de4ff8,0,inf,1778.0,2516.0,3055.0
83,710e7b328eacc390200fbc50,0,inf,2724.0,4975.0,6687.0
84,542c35e26c26b8406461c19f,0,inf,29561.0,47109.0,74161.0
85,9c009eb8d4418e7bd3c08299,0,inf,4755.0,9452.0,12583.0
86,21a514858dc73d194b66e978,0,inf,23775.0,42249.0,61791.0
87,ec32b21723c0a2d8f87d8811,0,inf,10026.0,18834.0,33693.0
88,4a41834393f865f5341757a2,0,inf,5891.0,11072.0,15184.0
89,55202fd6f2a1e6dc0bf2ba19,0,inf,1251.0,2074.0,3085.0
90,f52901feea236888ad534d6e,0,7371.0,3455.0,5897.0,7942.0
91,59e94d7e84505bffd2b2cc21,0,inf,13312.0,25546.0,44949.0
92,35fa90c3066d4be2388b3410,0,inf,436.0,603.0,1126.0
93,dbdbd613051f6741f5678ad6,0,34954.0,12084.0,19228.0,32003.0
94,df1f6e32fe13e54ba32b5eb6,0,inf,2068.0,3562.0,5299.0
95,a9d32577bafb6c09e5b11b45,0,inf,6754.0,10589.0,13990.0
96,122b65a39e411ca97d9d5731,0,inf,6271.0,9135.0,16455.0
97,21f3364445ebdc530703b64c,0,22789.0,4520.0,8351.0,11200.0
98,9c9265b288262e755617da5f,0,inf,67455.0,108735.0,163870.0
99,e4197af0e4c43b54ae4d4922,0,1343.0,626.0,1047.0,1707.0
100,17b4c75d4bfa0ace1e33d05c,0,inf,1042.0,1799.0,3006.0
101,5dc10b5f539f199063a8e85a,0,4179.0,1909.0,2880.0,4056.0
102,2dd2df0e59569ca9f89358a9,0,inf,641.0,975.0,1676.0
103,04f4b4c61bb4841d167e69b3,0,119450.0,54856.0,104190.0,140835.0
104,9aa583d34ffe119ec5c03e3c,0,inf,28685.0,46030.0,73135.0
105,54df011841f90f8ea3e6512c,0,26672.0,7991.0,13571.0,22703.0
106,388d591d4dcc5ce9f0b88a67,0,10673.0,2129.0,3314.0,5355.0
107,5647257b1532216dad517c19,0,inf,3851.0,7007.0,9184.0
108,85575175503b196689b691cb,0,inf,42163.0,69026.0,103022.0
109,190c4729cc234a2a0b20f3ec,0,inf,2830.0,4183.0,6982.0
110,62f6e707e6b4460c0a7285c3,0,inf,1521.0,2745.0,3919.0
111,b37c2be7552bb4933b69293a,0,inf,6037.0,10315.0,14988.0
112,fbc751b2e39889dbbd433d22,0,inf,1488.0,2959.0,5042.0
113,2ed21f725f200bd89bf2f3ed,0,inf,4476.0,7491.0,11050.0
114,4acc2916272127a35c82d8fd,0,4867.0,1097.0,1932.0,3131.0
115,5188ca8099286008af7e9ed4,0,1928.0,1190.0,2120.0,2980.0
116,6758f628a656ac51f90378ac,0,8122.0,2183.0,4042.0,5508.0
117,5d1f1783a346e9fb64206829,0,inf,11365.0,17742.0,26060.0
118,ca3ce8cff431daf35e9a4542,0,3861.0,753.0,1394.0,1901.0
119,11bbe12c6df6cdd393aca51d,0,4648.0,1622.0,2831.0,4224.0
120,56d5cfaeb9dc156d710ca877,0,inf,1064.0,1985.0,2835.0
121,a11cd3979b1fe43e0310afa9,0,inf,5181.0,8799.0,15010.0
122,4535080a73f960962d83a45d,0,inf,3520.0,6268.0,10729.0
123,c5a392408ae09a7feae5d6b8,0,inf,5331.0,10518.0,14233.0
124,029e8d91ddc66c6f36f7df37,0,inf,6032.0,10186.0,16054.0
125,b0c66c28eaf5fe1eeee37358,0,inf,4107.0,7067.0,9380.0
126,1bbe38d8ecbc51c00364a429,0,5353.0,2016.0,3109.0,4971.0
127,2b96c724da0f7a7e30347737,0,inf,2394.0,3725.0,5958.0
128,82e8d063c2334aa3313b0c30,0,inf,2587.0,4911.0,6572.0
129,53d1fdf56773680b54f685b2,0,inf,1885.0,3629.0,4824.0
130,8602ed7612b1857b95e65820,0,inf,6368.0,10327.0,15215.0
131,f1a90c490db09674bf3be49e,0,inf,9541.0,16425.0,24424.0
132,0814b1724c39d42ab0b7eccc,0,inf,1021.0,1650.0,2644.0
133,c02a115c149f75d3ab8165b4,0,48206.0,8782.0,17419.0,23043.0
134,50446b30f575b3dcdb8aa914,0,inf,6191.0,10177.0,14251.0
135,50d33ce96746e9f24e900d98,0,inf,2341.0,4095.0,5942.0
136,a49817425dfdec68884fbc0d,0,inf,7323.0,11552.0,20341.0
137,093e4af097602e5d45389bd2,0,4270.0,1673.0,3257.0,4448.0
138,ae4fa92ed40ff97bd4a1dd24,0,29236.0,5914.0,8971.0,15683.0
139,0c54c7945de91f6ab4516743,0,inf,2326.0,3955.0,6067.0
140,6958403c13913d7934fd92ee,0,inf,3447.0,6119.0,11425.0
141,88045218232f5fba93b42d64,0,2836.0,1188.0,1891.0,2520.0
142,47d9d3a8ccad8842138c8b82,0,inf,2252.0,3260.0,5233.0
143,63d48da724845c171c89fe8b,0,inf,4364.0,7241.0,9989.0
144,0a4c0c5bafa32ba281f2371b,0,50777.0,6746.0,9775.0,16952.0
145,9996b43474c2a67297ca4541,0,13088.0,9254.0,14409.0,22847.0
146,0bbd4bd59969d5f857462938,0,inf,2456.0,4318.0,6085.0
147,8ca69f4ee4c773f8b5eeb439,0,inf,2154.0,3598.0,5338.0
148,39b96b55ed73fd9ac6d821a5,0,inf,3672.0,6649.0,12024.0
149,25484f5939618359d6704b9c,0,inf,1543.0,2922.0,5144.0
150,c12b82689d55af17c59fe90e,0,inf,930.0,1751.0,2259.0
151,6da5d1c687959870ea234c87,0,inf,3068.0,5855.0,8142.0
152,3c9251d7d4fc1e784aada20e,0,inf,7134.0,12799.0,18941.0
153,9e83e24e797ac2fdfe3d5b2f,0,16038.0,7204.0,10385.0,18358.0
154,fa133f651caa87ebbef53214,0,inf,3251.0,6058.0,7602.0
155,09797e48704ff37850e450be,0,inf,10375.0,16403.0,26761.0
156,a8c8389476da4bfa503e39b2,0,inf,6566.0,13001.0,17230.0
157,aee118f5a9d259bc99f2816f,0,inf,1378.0,2605.0,4430.0
158,df18dcac597dcccec0a94bcd,0,inf,5067.0,9904.0,12613.0
159,9a31165f61f81197dce1db89,0,2494.0,1583.0,2525.0,3884.0
160,413d1ec5de1efdb1e99ef6af,0,19223.0,4641.0,7261.0,10120.0
161,02b413420f74d1f1488052d9,0,inf,2938.0,5576.0,7105.0
162,3dc0e105a9617a50bbc93b5f,0,inf,5720.0,9563.0,14246.0
163,6fe62c17f4b94f62428e49f9,0,inf,2587.0,4641.0,6719.0
164,558bbd5213db7b4026a46e6d,0,inf,147084.0,263857.0,385601.0
165,52155b32fca4c691f60720cc,0,1951.0,1120.0,2038.0,2754.0
166,bdae09ed8f4255100e2a5d0c,0,inf,4499.0,7105.0,11417.0
167,d6d1d0027a6b1e00119b92dd,0,inf,15032.0,29403.0,39395.0
168,48033e4cd196aa01a3b4140d,0,inf,7590.0,14215.0,17996.0
169,988e5a99a62e794630990c5d,0,inf,2847.0,4341.0,7446.0
170,f6ea14b77bb9817ebe739320,0,inf,12337.0,18787.0,29945.0
171,9ffc6181c3a42b7738c1422c,0,7363.0,2203.0,3785.0,6328.0
172,2ede8ec9aa37ce358f0c6b28,0,inf,1921.0,3347.0,4837.0
173,aab9c15b10ac5458f72917c8,0,inf,9043.0,16066.0,23230.0
174,951373e38441e1390ffa4d77,0,inf,11463.0,20576.0,27717.0
175,6faa3f06694942e903c049d8,0,1754.0,1039.0,1986.0,2657.0
176,0d648b42f3864c8ee1fe6ac3,0,147651.0,56928.0,108134.0,147577.0
177,35e12ab8d474acf2dd3cc2c5,0,inf,2135.0,3884.0,5308.0
178,a34c73cd15649dc70af992c7,0,6545.0,5095.0,7908.0,13529.0
179,5910e79e4867a5773f7be32d,0,inf,1607.0,3177.0,4258.0
180,b441a8253f2e62ec04647da8,0,inf,9926.0,16179.0,25825.0
181,8570d0817745855196f6c191,0,inf,4651.0,8730.0,12142.0
182,d7be3a1c8f1faa4ccf6275f9,0,inf,5428.0,8844.0,12976.0
183,a14a4286a99f8560c9d8d87b,0,4090.0,877.0,1370.0,2243.0
184,af3520dac5348a0e4891de27,0,1862.0,1251.0,2457.0,3295.0
185,3b635ef3bc353b394bfb830c,0,5946.0,1674.0,3200.0,4134.0
186,555531aac05d990ddfb665fe,0,15699.0,5346.0,10141.0,15576.0
187,7b35167295b2e5fd5826214c,0,30343.0,10849.0,16801.0,26174.0
188,2f5502d0304d066c091cae47,0,inf,1646.0,2948.0,4620.0
189,79fd40c8b918be6f83caf6ff,0,inf,8167.0,12070.0,20383.0
190,08bd69121f9145cb6405bad6,0,inf,1039.0,1943.0,2726.0
191,23cdedc518f46e8a77f028ae,0,inf,749.0,1176.0,1695.0
192,c4186d10a8ee47fd5179529f,0,inf,2962.0,4866.0,6630.0
193,42416d3eef3eea7de966aee2,0,inf,25981.0,44591.0,64022.0
194,8f372db068ccc1d98bf287b1,0,inf,1724.0,3350.0,4569.0
195,5a18e7ea6e66e5229c730858,0,inf,8800.0,14791.0,24530.0
196,0581fcdf4f3ffabb865c0dc0,0,inf,2284.0,3213.0,5737.0
197,b6875c041fe93f9d56fe96a2,0,inf,1110.0,1672.0,2912.0
198,6955d3aae84616445c9ee708,0,inf,1297.0,1929.0,3247.0
199,6324c88844ba11dab94cd714,0,inf,1112.0,2130.0,3253.0
200,cab26ab5d457ecfb51c49ee4,0,178705.0,43362.0,62925.0,110148.0
201,4fcd2a6c6f67b845c7102815,0,inf,22197.0,31870.0,49714.0
202,d444cd414ef1e9859db25e68,0,518273.0,119419.0,187392.0,328208.0
203,625296365b393ef8d22d1e94,0,inf,18636.0,35732.0,45400.0
204,dfdffbd4e3561321480c18f2,0,inf,1412.0,2083.0,3487.0
205,4faa1cc7ade812d53a176403,0,14901.0,4787.0,8106.0,12064.0
206,730c23499db65af86e71b082,0,inf,12190.0,17197.0,23423.0
207,30d83789a4d2631e962b14f7,0,inf,1808.0,3269.0,5669.0
208,d2db841976d32cac8229e5e9,0,14022.0,3111.0,5534.0,9256.0
209,09b51e5f8f7999ffab050901,0,27819.0,7426.0,13100.0,20701.0
210,a51117de713b21a043c28bd1,0,22122.0,8308.0,13953.0,19701.0
211,0c5c0d9592f1dd2e475354ce,0,inf,17487.0,31211.0,52141.0
212,9bc7ea0a3502ca68d47e3802,0,4543.0,1589.0,2467.0,4181.0
213,1274cc7e8bf2cc400c03d0ad,0,inf,22974.0,36181.0,59372.0
214,1ebe7f3e47c81f6e7840927b,0,inf,32949.0,46831.0,73735.0
215,386fe3f395491b4cf077458e,0,inf,21393.0,41077.0,51635.0
216,25c6023b2bbabcb1f3e0631d,0,inf,6033.0,10512.0,15288.0
217,a47f4987b3546b31640f8f70,0,7200.0,4255.0,6890.0,11219.0
218,c6e8de88e0438e83a85a1de1,0,inf,9824.0,13990.0,25412.0
219,3b0228f924c81548ec1a4cbf,0,inf,1333.0,2626.0,3370.0
220,53df53e891a5895afbd6a2cc,0,inf,2056.0,3135.0,5410.0
221,659edddf458717b73ca4175b,0,12761.0,2687.0,5059.0,6352.0
222,6b77f2f07756d3ba29c23fc7,0,inf,4467.0,6851.0,10862.0
223,dcddf5609c5513c2bca8def8,0,7742.0,3070.0,5333.0,7243.0
224,6c53ae1ac8a4560f540a85d5,0,inf,8329.0,12148.0,21040.0
225,7eaf8db69f4fb250068ecb38,0,inf,3730.0,5289.0,9324.0
226,fdb3b4ba694500fe4b9e96dc,0,inf,19787.0,30925.0,51425.0
227,e79d5f2b9c3492142e09efba,0,inf,23432.0,38734.0,59596.0
228,f59c0dea849295fac21ef29d,0,inf,202981.0,325891.0,489155.0
229,9faf0e4d4103ce69110f568e,0,inf,3851.0,6080.0,9156.0
230,bcae1bc3f54f71a1970bb506,0,inf,96112.0,170353.0,231878.0
231,4e93ff59c66f6767dd2fd5e5,0,inf,6052.0,11710.0,15179.0
232,981f974ec2ddd89a4f225828,0,inf,3350.0,6465.0,8632.0
233,e70327b37105e51cbda35a51,0,7596.0,2167.0,3621.0,4667.0
234,6d553d6934e3b8c6d26722ec,0,3781.0,932.0,1867.0,2337.0
235,4dca3aad45387784f7e3acff,0,inf,6791.0,9952.0,14468.0
236,a4ada079caa9977a08aed19b,0,46827.0,9604.0,18424.0,24289.0
237,5e0cb6c9b5dba884515f0e0a,0,inf,1522.0,2918.0,4078.0
238,8ba3b094b492dea718a9c4ea,0,inf,10926.0,17484.0,28468.0
239,92d6f06b3312c10a2c19e4e7,0,inf,675.0,1118.0,1919.0
240,70a650648089faeb1ddccdc1,0,inf,71625.0,121518.0,179061.0
241,b6b0269f175fc16b714b801d,0,inf,2750.0,3884.0,6726.0
242,20dfb21204a5efb41419619b,0,inf,1251.0,2245.0,3129.0
243,49bcbbfaacb0b9aef405a87c,0,56331.0,12994.0,24446.0,40080.0
244,f919adae084ca649f02472cc,0,inf,1100.0,2095.0,2889.0
245,895db6c588521d0d6bdcd03a,0,10635.0,2419.0,3441.0,6244.0
246,f994503d50268b78fa00efd2,0,inf,2323.0,3890.0,6062.0
247,f3c63813855d8aa0a68dcaeb,0,inf,1563.0,2863.0,3746.0
248,e2009b89e6e1a7cfd80c6f3e,0,3109.0,1332.0,2398.0,3267.0
249,ffead55f3560d8bd0150c4d3,0,inf,5279.0,8190.0,13984.0
250,cc640498586cd3d8f6d2677c,0,inf,6717.0,10027.0,17144.0
251,2797abb1a70109f1b8dca032,0,4063.0,1107.0,2110.0,2700.0
252,dcdd80df99b2df9f76bf8be6,0,inf,5739.0,8084.0,10870.0
253,b9fe19330d6e4f1a5c8317fb,0,inf,2365.0,3446.0,5750.0
254,b8e85d6cd3d7ad6d27a71435,0,inf,6053.0,9127.0,14551.0
255,0752f5485510759110646e9f,0,inf,2031.0,3744.0,6291.0
256,95bc5b25f8cb74c2f944aded,0,inf,7952.0,12486.0,19527.0
257,3a6ca15e13e53159c39f2051,0,inf,3592.0,5680.0,9296.0
258,cbdb3d451b7b77760fdea9ba,0,inf,1063.0,1750.0,2599.0
259,5e65bc5850dd7fb80a8dd51a,0,14820.0,5515.0,10882.0,14583.0
260,1da7df309fd541efae072fb8,0,inf,1002.0,1710.0,2314.0
261,985e47f68b6797f6f045d6d0,0,inf,962.0,1373.0,2345.0
262,c5e2c448f623af8dc7d2c8bf,0,106846.0,27795.0,54551.0,94151.0
263,ffcec37348ce3fb277b4d513,0,inf,1785.0,2577.0,4390.0
264,9e15b1440178b95554421182,0,inf,2427.0,4314.0,5920.0
265,38f6beaeb95aaefbe2cd6bc2,0,9758.0,1990.0,3960.0,5172.0
266,9ab290873d6c91e76ca9fb6a,0,inf,10563.0,14876.0,21213.0
267,598fcaca35896fa568bfc261,0,inf,1540.0,2436.0,3893.0
268,a9ebd8b4377894dd928d10e8,0,inf,3296.0,5413.0,8217.0
269,c95bc57299014ef82e5960ca,0,inf,4339.0,6323.0,10919.0
270,b32137bce4ca30cd382019ee,0,inf,40835.0,77089.0,106096.0
271,fadc93cb16a93d1cc3777447,0,6959.0,1995.0,3754.0,4926.0
272,760c2a71ef9530da657b1723,0,9196.0,2364.0,4219.0,5910.0
273,80553a8ee8bab5145c71261d,0,inf,1177.0,1880.0,2865.0
274,cc60f5241cc095e58725d858,0,inf,1626.0,2445.0,4094.0
275,6d5293d62e60dd3cee06c4ad,0,inf,5424.0,8192.0,12236.0
276,567857f167d6abc47bec5a30,0,inf,1157.0,1911.0,3015.0
277,0d6daa231f895874a9bebc7f,0,inf,54754.0,114785.0,144841.0
278,816ca2dba160830412d2a79a,0,inf,2966.0,5354.0,9901.0
279,012a018f03ba366fc922dad9,0,54288.0,8126.0,14934.0,20024.0
280,2fe40880b31f4842c6126b73,0,inf,4583.0,8584.0,11752.0
281,e9abbab2bc122b2788a1b332,0,3959.0,1803.0,3097.0,5010.0
282,06daa30a0cab75749bc0dd28,0,inf,2235.0,3376.0,5742.0
283,1ed4c568a7d1286d85701fc7,0,12323.0,4296.0,6208.0,10483.0
284,84620abb1856bb10f41a2362,0,inf,3439.0,5378.0,7950.0
285,b95edddf298c16aae0ea4774,0,inf,5349.0,8518.0,13779.0
286,581a8ed595cc73fbc8ea813e,0,inf,1317.0,2399.0,3901.0
287,029c4cf953edbba27e643a59,0,2199.0,1583.0,2593.0,4015.0
288,dd8057bfbd4be5c09128b782,0,inf,3506.0,6933.0,10461.0
289,facaf9171e9988b8a7172bf0,0,7790.0,2201.0,3292.0,5539.0
290,c6397b01fd4a35bb721fa399,0,inf,1322.0,2529.0,4497.0
291,e057cefbc80b6a1c4adbea3b,0,6993.0,2089.0,3867.0,6149.0
292,ab189e0f3b664c3741864ee1,0,3582.0,802.0,1390.0,2375.0
293,d8ae927561d44fa2da3a10e8,0,inf,1010.0,1854.0,3382.0
294,c4a40541f0932bf39f16d16e,0,8614.0,3714.0,6339.0,8164.0
295,cc086d37b3f94846a3fc3d85,0,20224.0,5357.0,8525.0,12184.0
296,2458c1942ec849183ba0e0d8,0,inf,118839.0,173213.0,308510.0
297,b4ef3b1f98cfd5efa859bb46,0,inf,1823.0,3458.0,4763.0
298,e442bc40bd40b805aaabd612,0,19120.0,4753.0,7431.0,11889.0
299,25a096152bf67525e0a83070,0,inf,1601.0,2716.0,4149.0
300,8cc503ef0fb25ef2d6dc86ef,0,inf,764.0,1197.0,1700.0
301,9e8cfbe8210890d5465f8aba,0,inf,1156.0,2216.0,2806.0
302,d015f2e81d6a2b46028e19fb,0,inf,5835.0,9996.0,17871.0
303,5865097f70610c5ead26201e,0,inf,9630.0,13204.0,23119.0
304,64ae282dcf8d8c3dd54e3cb1,0,inf,1726.0,3245.0,4843.0
305,73884c3f9a4fce8484e35359,0,inf,9407.0,13982.0,25638.0
306,feb09e0c99fd27688c5456d6,0,16372.0,5528.0,10660.0,14793.0
307,7f11ca4a49f7296a5b21b4be,0,46017.0,13352.0,18722.0,25547.0
308,fde0499344f98379a2caede8,0,inf,3197.0,6196.0,8024.0
309,a9342a230b34c6a8b5c4202c,0,inf,12091.0,17174.0,27696.0
310,5f47f4c76cbafea5478810f2,0,inf,3896.0,7697.0,10997.0
311,7b082d5081d49a2caf8ca7d0,0,inf,5095.0,8523.0,11543.0
312,34fdf7b013865a611915df7c,0,inf,2196.0,3116.0,4376.0
313,22731fb51ce6117f4ddef48e,0,inf,7024.0,10629.0,17548.0
314,0568a79ceb7a553ea9608a32,0,inf,48708.0,74507.0,124524.0
315,b6097931dc1568523f9e3bc0,0,22202.0,6008.0,10169.0,15355.0
316,56394f5f902b273a602434dc,0,4922.0,847.0,1668.0,2330.0
317,238665b547f061f4b42d4fef,0,inf,21931.0,37417.0,55447.0
318,a1159a99f69f90aa2e3fe057,0,inf,1950.0,3245.0,5244.0
319,9fc681d82f48c10ee61a12c2,0,inf,1582.0,2255.0,3976.0
320,cb91f1deb8d8a55eee0188e8,0,inf,3081.0,5189.0,7076.0
321,cb52c750520ad46510c2d33e,0,inf,5215.0,7521.0,12239.0
322,edfd6116cea4da6a6f858c70,0,4567.0,1854.0,3000.0,4571.0
323,80af940ad799003aab1d31da,0,inf,1492.0,3080.0,3834.0
324,ffb47f692410c32b20ba9072,0,inf,2922.0,4435.0,6001.0
325,d07afe473c6ded1ef5805d72,0,273266.0,73559.0,103512.0,136498.0
326,64aca5cb44b9ff7b7dc89ea0,0,15662.0,4811.0,7785.0,12217.0
327,cef1264f052b8bd375e9b6df,0,inf,1720.0,3396.0,6019.0
328,9305d4e52a89898208067cc9,0,inf,5707.0,11404.0,14053.0
329,9b48be5a649b9679747613a1,0,inf,3805.0,7609.0,10008.0
330,066242187ca7b180fd6cc9bd,0,inf,738.0,1465.0,2053.0
331,ef110f4ae9f3f1a875ae00ea,0,inf,7103.0,10105.0,16111.0
332,5f4525402ab7061d06f8320f,0,inf,2289.0,4484.0,7432.0
333,e62b10fa82528edd4c748119,0,inf,6358.0,10708.0,17547.0
334,9f173247167c59f088719f11,0,15075.0,4891.0,7325.0,11299.0
335,a4c9dc5135cdc996ec5a14e0,0,1747.0,1080.0,2156.0,2651.0
336,728536bef028b36a194ee90f,0,inf,7203.0,13328.0,17713.0
337,0c66d65387bb55a15c029f78,0,inf,4962.0,8318.0,10344.0
338,9b52956e157becfc61e1a0d7,0,inf,9911.0,18481.0,24514.0
339,6f15d093edabfbb6abc564b0,0,inf,981.0,1820.0,3139.0
340,a27ff4f9514050572a9db50e,0,4267.0,1894.0,3415.0,4582.0
341,22a74fca647161d31cf5e0eb,0,inf,1367.0,1993.0,2526.0
342,736d8e1cbef3c11f20483469,0,78814.0,22088.0,37766.0,57912.0
343,af2cec4b3e5eec8d52d3f970,0,14359.0,5379.0,7658.0,12271.0
344,b4a8cde615c9c488fd49e563,0,5287.0,2286.0,4349.0,6329.0
345,2229439adf2fa2fe0497f03b,0,39236.0,7370.0,13614.0,19488.0
346,4bed231370f1701121fe9cf3,0,inf,3339.0,6439.0,8424.0
347,f7e2b448ae7111b541b2345d,0,inf,54611.0,84007.0,131422.0
348,8014d6c5e39fc326e14c8678,0,inf,464.0,695.0,1134.0
349,6ef09f1f447ec247d2811a7d,0,inf,5668.0,8499.0,14584.0
350,5590efeddb17b044b23e4550,0,inf,2727.0,4193.0,5813.0
351,7a7420e14722b3ef02eccd49,0,4593.0,914.0,1656.0,2201.0
352,b43e55f70e0470a01a49b1a1,0,inf,2195.0,4176.0,5647.0
353,a0cdc196fd8c36603bb6951a,0,inf,594.0,1061.0,1393.0
